"product_name","sales_per_quantity","order_date"
"Hon Valutask Swivel Chairs","90.882","2017-09-20"
"Hon Valutask Swivel Chairs","100.97999999999999","2017-12-17"
"Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room","240.52","2017-01-15"
"Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room","300.65","2017-06-01"
"Honeywell Quietcare HEPA Air Cleaner","78.65","2017-09-01"
"Hoover Commercial Lightweight Upright Vacuum","0.696","2017-12-11"
"Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup","232.58","2017-03-13"
"Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup","232.58","2017-05-29"
"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","7.77","2017-05-12"
"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","1.554","2017-11-13"
"Hoover Commercial SteamVac","2.716","2017-01-02"
"Hoover Commercial SteamVac","13.58","2017-04-16"
"Hoover Commercial SteamVac","13.580000000000002","2017-09-11"
"Hoover Commercial SteamVac","13.58","2017-12-15"
"Hoover Portapower Portable Vacuum","0.896","2017-03-18"
"Hoover Portapower Portable Vacuum","3.584","2017-08-27"
"Hoover Portapower Portable Vacuum","3.5840000000000005","2017-10-03"
"Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum","0.444","2017-06-19"
"Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum","2.22","2017-10-23"
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs  2/Pk","3.95","2017-10-05"
"Hoover Shoulder Vac Commercial Portable Vacuum","357.82","2017-11-19"
"Hoover Upright Vacuum With Dirt Cup","231.62399999999997","2017-11-11"
"Hoover WindTunnel Plus Canister Vacuum","363.25","2017-12-08"
"Hot File 7-Pocket  Floor Stand","142.776","2017-02-03"
"Hot File 7-Pocket  Floor Stand","142.776","2017-06-15"
"Hot File 7-Pocket  Floor Stand","178.47","2017-06-26"
"Howard Miller 11-1/2 Diameter Brentwood Wall Clock","43.13","2017-01-01"
"Howard Miller 11-1/2 Diameter Brentwood Wall Clock","43.129999999999995","2017-07-03"
"Howard Miller 11-1/2 Diameter Grantwood Wall Clock","43.13","2017-02-02"
"Howard Miller 11-1/2 Diameter Grantwood Wall Clock","34.504","2017-09-11"
"Howard Miller 12 Round Wall Clock","39.29","2017-04-15"
"Howard Miller 13-1/2 Diameter Rosebrook Wall Clock","27.508","2017-03-18"
"Howard Miller 13-1/2 Diameter Rosebrook Wall Clock","55.016","2017-11-15"
"Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","20.7","2017-03-04"
"Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","51.75","2017-06-17"
"Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","9.77","2017-07-17"
"Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","51.75","2017-08-07"
"Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","51.75","2017-09-29"
"Howard Miller 13 Diameter Goldtone Round Wall Clock","46.94","2017-11-17"
"Howard Miller 13 Diameter Goldtone Round Wall Clock","46.94","2017-11-27"
"Howard Miller 13 Diameter Goldtone Round Wall Clock","18.776","2017-12-14"
"Howard Miller 13 Diameter Pewter Finish Round Wall Clock","34.352","2017-02-20"
"Howard Miller 13 Diameter Pewter Finish Round Wall Clock","34.352","2017-09-24"
"Howard Miller 14-1/2 Diameter Chrome Round Wall Clock","12.07","2017-04-23"
"Howard Miller 14-1/2 Diameter Chrome Round Wall Clock","51.152","2017-09-19"
"Howard Miller 14-1/2 Diameter Chrome Round Wall Clock","12.07","2017-09-22"
"Howard Miller 14-1/2 Diameter Chrome Round Wall Clock","9.656","2017-10-02"
"Howard Miller Distant Time Traveler Alarm Clock","21.936","2017-03-10"
"Howard Miller Distant Time Traveler Alarm Clock","27.419999999999998","2017-11-08"
"Howard Miller Distant Time Traveler Alarm Clock","27.42","2017-11-21"
"HP Office Paper (20Lb. and 87 Bright)","5.343999999999999","2017-08-28"
"HP Office Recycled Paper (20Lb. and 87 Bright)","5.78","2017-02-10"
"HP Office Recycled Paper (20Lb. and 87 Bright)","4.624","2017-05-28"
"HP Officejet Pro 8600 e-All-In-One Printer  Copier  Scanner  Fax","119.992","2017-02-02"
"HP Officejet Pro 8600 e-All-In-One Printer  Copier  Scanner  Fax","104.993","2017-03-13"
"HP Standard 104 key PS/2 Keyboard","14.5","2017-11-03"
"HTC One","79.992","2017-06-15"
"Hunt Boston Vacuum Mount KS Pencil Sharpener","34.99","2017-01-13"
"Hunt Boston Vacuum Mount KS Pencil Sharpener","34.989999999999995","2017-07-08"
"Hunt Boston Vacuum Mount KS Pencil Sharpener","27.992","2017-11-03"
"Hunt PowerHouse Electric Pencil Sharpener  Blue","30.384","2017-07-23"
"Hunt PowerHouse Electric Pencil Sharpener  Blue","37.98","2017-08-06"
"Hunt PowerHouse Electric Pencil Sharpener  Blue","30.384","2017-09-04"
"Hunt PowerHouse Electric Pencil Sharpener  Blue","37.98","2017-09-18"
"Hypercom P1300 Pinpad","63","2017-07-07"
"Hypercom P1300 Pinpad","50.4","2017-09-03"
"I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","11.96","2017-09-18"
"I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","11.96","2017-10-23"
"I.R.I.S IRISCard Anywhere 5 Card Scanner","116.991","2017-01-21"
"i.Sound Portable Power - 8000 mAh","42.392","2017-10-02"
"i.Sound Portable Power - 8000 mAh","52.99","2017-10-22"
"Ibico Covers for Plastic or Wire Binding Elements","11.5","2017-05-05"
"Ibico Covers for Plastic or Wire Binding Elements","11.5","2017-12-10"
"Ibico EB-19 Dual Function Manual Binding System","138.392","2017-01-24"
"Ibico EB-19 Dual Function Manual Binding System","172.99","2017-09-22"
"Ibico EPK-21 Electric Binding System","377.998","2017-12-07"
"Ibico Hi-Tech Manual Binding System","91.497","2017-01-09"
"Ibico Hi-Tech Manual Binding System","60.998","2017-02-05"
"Ibico Hi-Tech Manual Binding System","60.998","2017-03-18"
"Ibico Hi-Tech Manual Binding System","304.99","2017-05-13"
"Ibico Hi-Tech Manual Binding System","60.998","2017-06-24"
"Ibico Hi-Tech Manual Binding System","243.992","2017-09-04"
"Ibico Hi-Tech Manual Binding System","10.36","2017-12-30"
"Ibico Ibimaster 300 Manual Binding System","367.99","2017-07-20"
"Ibico Ibimaster 300 Manual Binding System","294.392","2017-09-11"
"Ibico Ibimaster 300 Manual Binding System","367.99","2017-12-11"
"Ibico Plastic and Wire Spiral Binding Combs","1.686","2017-08-18"
"Ibico Plastic and Wire Spiral Binding Combs","2.529","2017-11-18"
"Ibico Plastic and Wire Spiral Binding Combs","8.43","2017-12-09"
"Ibico Plastic Spiral Binding Combs","30.400000000000002","2017-06-12"
"Ibico Plastic Spiral Binding Combs","24.319999999999997","2017-09-23"
"Ibico Plastic Spiral Binding Combs","9.12","2017-10-02"
"Ibico Plastic Spiral Binding Combs","24.32","2017-11-11"
"Ibico Presentation Index for Binding Systems","1.194","2017-01-14"
"Ibico Presentation Index for Binding Systems","3.184","2017-12-01"
"Ibico Presentation Index for Binding Systems","3.98","2017-12-21"
"Ibico Recycled Grain-Textured Covers","34.54","2017-03-31"
"Ibico Standard Transparent Covers","16.48","2017-06-21"
"IBM Multi-Purpose Copy Paper  8 1/2 x 11  Case","24.784","2017-08-23"
"IBM Multi-Purpose Copy Paper  8 1/2 x 11  Case","24.784000000000002","2017-12-04"
"Iceberg Mobile Mega Data/Printer Cart ","120.33","2017-11-24"
"Iceberg Mobile Mega Data/Printer Cart ","120.33","2017-12-17"
"Iceberg Nesting Folding Chair  19w x 6d x 43h","58.22","2017-12-24"
"Iceberg OfficeWorks 42 Round Tables","150.98","2017-06-12"
"Ideal Clamps","1.6079999999999999","2017-12-18"
"Ideal Clamps","2.0100000000000002","2017-12-29"
"iHome FM Clock Radio with Lightning Dock","55.992","2017-01-14"
"iHome FM Clock Radio with Lightning Dock","55.992","2017-02-18"
"iHome FM Clock Radio with Lightning Dock","55.992","2017-06-10"
"iHome FM Clock Radio with Lightning Dock","41.994","2017-12-08"
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5  4S 4","16.76","2017-12-22"
"Imation Bio 2GB USB Flash Drive Imation Corp","131.18","2017-03-03"
"Imation Bio 2GB USB Flash Drive Imation Corp","131.18","2017-09-24"
"Imation Bio 8GB USB Flash Drive Imation Corp","166.24","2017-08-18"
"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","15","2017-05-25"
"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","12","2017-07-03"
"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","15","2017-10-12"
"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","12","2017-10-28"
"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive","24.151999999999997","2017-01-14"
"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive","30.189999999999998","2017-07-29"
"Imation Clip USB flash drive - 8 GB","18.8","2017-09-10"
"Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB","37.99","2017-03-20"
"Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB","37.989999999999995","2017-12-16"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","58.392","2017-05-06"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","72.99","2017-09-23"
"Imation Swivel Flash Drive USB flash drive - 8 GB","9.096","2017-09-08"
"Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink","3.03","2017-01-14"
"Important Message Pads  50 4-1/4 x 5-1/2 Forms per Pad","3.36","2017-03-03"
"Ink Jet Note and Greeting Cards  8-1/2 x 5-1/2 Card Size","22.48","2017-12-23"
"Innergie mMini Combo Duo USB Travel Charging Kit","35.992","2017-06-04"
"Innergie mMini Combo Duo USB Travel Charging Kit","44.99","2017-11-26"
"Insertable Tab Indexes For Data Binders","3.1799999999999997","2017-06-04"
"Insertable Tab Indexes For Data Binders","0.954","2017-09-21"
"Insertable Tab Post Binder Dividers","2.4059999999999997","2017-04-17"
"Insertable Tab Post Binder Dividers","1.6039999999999999","2017-09-22"
"invisibleSHIELD by ZAGG Smudge-Free Screen Protector","14.392","2017-02-23"
"invisibleSHIELD by ZAGG Smudge-Free Screen Protector","17.990000000000002","2017-07-30"
"invisibleSHIELD by ZAGG Smudge-Free Screen Protector","14.392000000000001","2017-09-04"
"iOttie HLCRIO102 Car Mount","19.99","2017-11-16"
"iOttie XL Car Mount","15.991999999999999","2017-09-11"
"iOttie XL Car Mount","15.991999999999999","2017-11-04"
"Iris 3-Drawer Stacking Bin  Black","16.712","2017-05-25"
"Iris 3-Drawer Stacking Bin  Black","20.89","2017-11-30"
"Iris Project Case","6.384","2017-03-24"
"Iris Project Case","7.98","2017-08-27"
"Iris Project Case","7.9799999999999995","2017-09-25"
"Iris Project Case","7.98","2017-12-08"
"Its Hot Message Books with Stickers  2 3/4 x 5","7.4","2017-02-26"
"Its Hot Message Books with Stickers  2 3/4 x 5","5.920000000000001","2017-09-04"
"Its Hot Message Books with Stickers  2 3/4 x 5","5.92","2017-10-19"
"Jabra BIZ 2300 Duo QD Duo Corded Headset","101.592","2017-12-01"
"Jabra SPEAK 410","93.99000000000001","2017-12-21"
"Jabra SPEAK 410 Multidevice Speakerphone","164.792","2017-10-23"
"Jabra SPEAK 410 Multidevice Speakerphone","123.594","2017-11-12"
"Jabra Supreme Plus Driver Edition Headset","95.992","2017-05-19"
"Jabra Supreme Plus Driver Edition Headset","71.994","2017-11-07"
"Jackery Bar Premium Fast-charging Portable Charger","23.96","2017-10-27"
"Jackery Bar Premium Fast-charging Portable Charger","23.96","2017-12-10"
"Jawbone MINI JAMBOX Wireless Bluetooth Speaker","109.584","2017-02-17"
"Jawbone MINI JAMBOX Wireless Bluetooth Speaker","109.584","2017-03-19"
"JBL Micro Wireless Portable Bluetooth Speaker","35.994","2017-01-27"
"JBL Micro Wireless Portable Bluetooth Speaker","47.992","2017-08-01"
"Jensen SMPS-640 - speaker phone","36.784","2017-01-24"
"Jensen SMPS-640 - speaker phone","45.98","2017-01-27"
"Jet-Pak Recycled Peel N Seal Padded Mailers","28.712","2017-09-18"
"JM Magazine Binder","13.208","2017-10-19"
"Kensington 4 Outlet MasterPiece Compact Power Control Center","81.32000000000001","2017-09-11"
"Kensington 4 Outlet MasterPiece Compact Power Control Center","65.056","2017-12-18"
"Kensington 6 Outlet Guardian Standard Surge Protector","20.48","2017-02-26"
"Kensington 6 Outlet Guardian Standard Surge Protector","20.48","2017-06-11"
"Kensington 6 Outlet Guardian Standard Surge Protector","20.48","2017-12-05"
"Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","131.12","2017-03-05"
"Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","104.896","2017-09-28"
"Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","131.12","2017-12-18"
"Kensington 7 Outlet MasterPiece Power Center","177.98","2017-02-19"
"Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection","165.984","2017-11-30"
"Kensington Expert Mouse Optical USB Trackball for PC or Mac","94.99000000000001","2017-09-03"
"Kensington Expert Mouse Optical USB Trackball for PC or Mac","75.992","2017-12-14"
"Kensington Expert Mouse Optical USB Trackball for PC or Mac","94.99","2017-12-22"
"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","16.59","2017-01-02"
"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","13.272","2017-08-03"
"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","16.59","2017-08-21"
"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","16.59","2017-11-13"
"Kensington Orbit Wireless Mobile Trackball for PC and Mac","47.992","2017-05-06"
"Kensington Orbit Wireless Mobile Trackball for PC and Mac","47.992","2017-06-26"
"Kensington Orbit Wireless Mobile Trackball for PC and Mac","47.992","2017-12-03"
"Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ","39.992","2017-03-27"
"KeyTronic 6101 Series - Keyboard - Black","40.99","2017-11-13"
"KeyTronic E03601U1 - Keyboard - Beige","18","2017-09-16"
"KeyTronic E03601U1 - Keyboard - Beige","18","2017-09-24"
"KeyTronic E03601U1 - Keyboard - Beige","18","2017-10-08"
"KeyTronic KT800P2 - Keyboard - Black","12.016","2017-05-18"
"KI Adjustable-Height Table","42.99","2017-02-20"
"KI Adjustable-Height Table","51.588","2017-03-11"
"KI Adjustable-Height Table","68.784","2017-10-05"
"KI Adjustable-Height Table","51.588","2017-10-07"
"KI Adjustable-Height Table","60.186","2017-10-23"
"KI Adjustable-Height Table","85.98","2017-11-26"
"KI Conference Tables","70.89","2017-09-01"
"KI Conference Tables","35.445","2017-10-22"
"Kingston Digital DataTraveler 16GB USB 2.0","8.95","2017-03-17"
"Kingston Digital DataTraveler 16GB USB 2.0","8.95","2017-06-03"
"Kingston Digital DataTraveler 16GB USB 2.0","8.95","2017-12-14"
"Kingston Digital DataTraveler 32GB USB 2.0","13.56","2017-04-11"
"Kingston Digital DataTraveler 32GB USB 2.0","16.95","2017-05-19"
"Kingston Digital DataTraveler 32GB USB 2.0","13.56","2017-09-02"
"Kingston Digital DataTraveler 32GB USB 2.0","16.95","2017-11-06"
"Kingston Digital DataTraveler 64GB USB 2.0","33.78","2017-06-17"
"Kingston Digital DataTraveler 64GB USB 2.0","33.78","2017-09-18"
"Kingston Digital DataTraveler 8GB USB 2.0","4.76","2017-09-04"
"KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7","9.72","2017-02-17"
"Kleencut Forged Office Shears by Acme United Corporation","1.664","2017-05-01"
"Konftel 250 Conference phone Charcoal black","227.856","2017-09-07"
"Large Capacity Hanging Post Binders","24.95","2017-10-16"
"Laser & Ink Jet Business Envelopes","10.67","2017-03-05"
"Leather Task Chair  Black","72.784","2017-09-15"
"Leather Task Chair  Black","72.784","2017-09-29"
"Leather Task Chair  Black","63.686","2017-12-11"
"Lenovo 17-Key USB Numeric Keypad","27.192","2017-09-28"
"Lesro Round Back Collection Coffee Table  End Table","91.275","2017-10-19"
"Lesro Round Back Collection Coffee Table  End Table","127.785","2017-11-23"
"Lesro Round Back Collection Coffee Table  End Table","91.275","2017-12-22"
"Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table","57.096000000000004","2017-01-16"
"Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table","57.096000000000004","2017-03-03"
"Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table","57.096000000000004","2017-05-12"
"Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table","57.096000000000004","2017-05-23"
"Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table","57.096000000000004","2017-10-03"
"Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table","71.37","2017-10-26"
"Letter or Legal Size Expandable Poly String Tie Envelopes","2.128","2017-02-20"
"Letter or Legal Size Expandable Poly String Tie Envelopes","2.66","2017-09-29"
"Letter or Legal Size Expandable Poly String Tie Envelopes","2.66","2017-11-02"
"Letter Size Cart","142.86","2017-05-04"
"Letter Size Cart","142.85999999999999","2017-08-18"
"Letter Size Cart","114.288","2017-12-02"
"Letter Size Cart","142.85999999999999","2017-12-21"
"Letter Size File","31.759999999999998","2017-07-21"
"Letter/Legal File Tote with Clear Snap-On Lid  Black Granite","16.06","2017-08-03"
"Letter/Legal File Tote with Clear Snap-On Lid  Black Granite","12.848","2017-08-25"
"Letter/Legal File Tote with Clear Snap-On Lid  Black Granite","16.06","2017-11-14"
"Lexmark 20R1285 X6650 Wireless All-in-One Printer","120","2017-09-17"
"Lexmark 20R1285 X6650 Wireless All-in-One Printer","60","2017-12-25"
"Lexmark MarkNet N8150 Wireless Print Server","120.585","2017-09-14"
"Lexmark MX611dhe Monochrome Laser Printer","1529.991","2017-01-07"
"Lexmark MX611dhe Monochrome Laser Printer","509.997","2017-04-17"
"LF Elite 3D Dazzle Designer Hard Case Cover  Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","6.540000000000001","2017-10-22"
"LF Elite 3D Dazzle Designer Hard Case Cover  Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","10.9","2017-11-13"
"LG Electronics Tone+ HBS-730 Bluetooth Headset","59.51","2017-04-04"
"LG Exalt","124.792","2017-02-17"
"LG G3","156.792","2017-05-30"
"LG G3","156.792","2017-06-05"
"Lifetime Advantage Folding Chairs  4/Carton","218.07999999999998","2017-03-25"
"Lifetime Advantage Folding Chairs  4/Carton","174.46400000000003","2017-11-09"
"Lifetime Advantage Folding Chairs  4/Carton","152.656","2017-11-19"
"Linden 10 Round Wall Clock  Black","12.224","2017-01-01"
"Linden 10 Round Wall Clock  Black","12.223999999999998","2017-04-10"
"Linden 10 Round Wall Clock  Black","15.28","2017-10-19"
"Linden 10 Round Wall Clock  Black","6.112","2017-11-06"
"Lock-Up Easel Spel-Binder","8.559","2017-10-02"
"Lock-Up Easel Spel-Binder","8.559","2017-10-21"
"Lock-Up Easel Spel-Binder","8.559","2017-11-19"
"Lock-Up Easel Spel-Binder","22.823999999999998","2017-11-30"
"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","23.992","2017-01-15"
"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","29.99","2017-07-03"
"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","23.992","2017-09-16"
"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","23.991999999999997","2017-09-25"
"Logitech B530 USB Headset - headset - Full size  Binaural","29.592","2017-02-11"
"Logitech B530 USB Headset - headset - Full size  Binaural","29.592","2017-05-15"
"Logitech B530 USB Headset - headset - Full size  Binaural","29.592","2017-06-10"
"Logitech ClearChat Comfort/USB Headset H390","29.29","2017-12-05"
"Logitech ClearChat Comfort/USB Headset H390","29.29","2017-12-09"
"Logitech ClearChat Comfort/USB Headset H390","23.432","2017-12-22"
"Logitech Desktop MK120 Mouse and keyboard Combo","16.36","2017-03-07"
"Logitech Desktop MK120 Mouse and keyboard Combo","16.36","2017-05-27"
"Logitech Desktop MK120 Mouse and keyboard Combo","16.36","2017-08-17"
"Logitech Desktop MK120 Mouse and keyboard Combo","16.36","2017-09-22"
"Logitech Desktop MK120 Mouse and keyboard Combo","13.088","2017-10-28"
"Logitech Desktop MK120 Mouse and keyboard Combo","16.36","2017-12-10"
"Logitech Desktop MK120 Mouse and keyboard Combo","13.088000000000001","2017-12-14"
"Logitech diNovo Edge Keyboard","249.98999999999998","2017-11-02"
"Logitech G105 Gaming Keyboard","59.370000000000005","2017-09-10"
"Logitech G105 Gaming Keyboard","59.370000000000005","2017-12-08"
"Logitech G13 Programmable Gameboard with LCD Display","79.99","2017-01-28"
"Logitech G13 Programmable Gameboard with LCD Display","79.99","2017-03-02"
"Logitech G13 Programmable Gameboard with LCD Display","63.992","2017-12-04"
"Logitech G19 Programmable Gaming Keyboard","123.99000000000001","2017-01-21"
"Logitech G19 Programmable Gaming Keyboard","421.95","2017-07-03"
"Logitech G19 Programmable Gaming Keyboard","421.95","2017-08-18"
"Logitech G19 Programmable Gaming Keyboard","123.99000000000001","2017-10-03"
"Logitech G19 Programmable Gaming Keyboard","123.99000000000001","2017-10-07"
"Logitech G35 7.1-Channel Surround Sound Headset","129.99","2017-07-20"
"Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","79.99","2017-10-06"
"Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","79.99","2017-11-17"
"Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","79.99","2017-12-04"
"Logitech G600 MMO Gaming Mouse","79.99","2017-05-07"
"Logitech G600 MMO Gaming Mouse","79.99","2017-07-23"
"Logitech G602 Wireless Gaming Mouse","63.992","2017-11-09"
"Logitech G602 Wireless Gaming Mouse","63.992","2017-12-07"
"Logitech G700s Rechargeable Gaming Mouse","99.99000000000001","2017-03-05"
"Logitech G700s Rechargeable Gaming Mouse","79.992","2017-03-16"
"Logitech G700s Rechargeable Gaming Mouse","99.99","2017-04-10"
"Logitech G700s Rechargeable Gaming Mouse","79.992","2017-08-07"
"Logitech G700s Rechargeable Gaming Mouse","79.992","2017-09-29"
"Logitech K350 2.4Ghz Wireless Keyboard","49.77","2017-03-19"
"Logitech K350 2.4Ghz Wireless Keyboard","39.815999999999995","2017-08-07"
"Logitech M510 Wireless Mouse","39.99","2017-09-21"
"Logitech M510 Wireless Mouse","31.992","2017-11-04"
"Logitech Media Keyboard K200","34.99","2017-10-13"
"Logitech Media Keyboard K200","27.992","2017-11-16"
"Logitech Mobile Speakerphone P710e - speaker phone","107.984","2017-02-20"
"Logitech Trackman Marble Mouse","23.992","2017-09-16"
"Logitech Trackman Marble Mouse","29.99","2017-09-17"
"Logitech Wireless Anywhere Mouse MX for PC and Mac","47.992","2017-01-23"
"Logitech Wireless Gaming Headset G930","127.99199999999999","2017-09-14"
"Logitech Wireless Gaming Headset G930","127.992","2017-11-30"
"Logitech Wireless Headset H600 Over-The-Head Design","42.989999999999995","2017-03-13"
"Logitech Wireless Headset h800","99.99","2017-03-09"
"Logitech Wireless Headset h800","79.99199999999999","2017-08-27"
"Logitech Wireless Marathon Mouse M705","49.99","2017-03-03"
"Logitech Wireless Marathon Mouse M705","49.99","2017-03-19"
"Logitech Wireless Marathon Mouse M705","39.992000000000004","2017-09-07"
"Logitech Wireless Marathon Mouse M705","39.992","2017-09-22"
"Logitech Wireless Performance Mouse MX for PC and Mac","99.99000000000001","2017-05-19"
"Logitech Wireless Performance Mouse MX for PC and Mac","79.992","2017-06-16"
"Logitech Wireless Touch Keyboard K400","24.99","2017-04-17"
"Logitech Wireless Touch Keyboard K400","19.992","2017-10-12"
"Logitech Gaming G510s - Keyboard","67.992","2017-05-28"
"Logitech Gaming G510s - Keyboard","84.99","2017-12-22"
"Logitech Illuminated - Keyboard","59.99","2017-01-21"
"Logitech Illuminated - Keyboard","59.99","2017-10-08"
"Logitech Illuminated - Keyboard","47.992000000000004","2017-11-17"
"Logitech Illuminated - Keyboard","59.99","2017-12-18"
"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","15.991999999999999","2017-04-21"
"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","19.99","2017-09-01"
"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","19.99","2017-09-20"
"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","19.99","2017-10-26"
"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","19.99","2017-12-11"
"Logitech MX Performance Wireless Mouse","31.912000000000003","2017-04-10"
"Logitech MX Performance Wireless Mouse","39.89","2017-05-02"
"Logitech MX Performance Wireless Mouse","39.89","2017-06-01"
"Logitech MX Performance Wireless Mouse","39.89","2017-08-05"
"Logitech MX Performance Wireless Mouse","31.912","2017-10-05"
"Logitech P710e Mobile Speakerphone","205.992","2017-04-07"
"Logitech P710e Mobile Speakerphone","205.992","2017-06-03"
"Logitech P710e Mobile Speakerphone","33.13","2017-06-10"
"Logitech P710e Mobile Speakerphone","257.49","2017-06-27"
"Logitech P710e Mobile Speakerphone","257.49","2017-07-11"
"Logitech P710e Mobile Speakerphone","33.13","2017-11-18"
"Logitech P710e Mobile Speakerphone","33.13","2017-12-05"
"Logitech Wireless Boombox Speaker - portable - wireless  wired","106.4","2017-09-20"
"Logitech Z-906 Speaker sys - home theater - 5.1-CH","329.99","2017-07-26"
"Longer-Life Soft White Bulbs","3.08","2017-08-06"
"Longer-Life Soft White Bulbs","3.08","2017-09-28"
"Lumber Crayons","9.85","2017-03-17"
"Lumber Crayons","7.88","2017-04-20"
"Luxo Economy Swing Arm Lamp","19.94","2017-04-27"
"Luxo Professional Combination Clamp-On Lamps","102.3","2017-04-08"
"Luxo Professional Combination Clamp-On Lamps","102.3","2017-07-03"
"Luxo Professional Combination Clamp-On Lamps","102.3","2017-09-02"
"Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","186.9483636363636","2017-11-28"
"Luxo Professional Magnifying Clamp-On Fluorescent Lamps","104.00999999999999","2017-05-21"
"Macally Suction Cup Mount","9.56","2017-12-02"
"Magna Visual Magnetic Picture Hangers","4.82","2017-10-30"
"Magna Visual Magnetic Picture Hangers","3.856","2017-12-01"
"Magnifier Swing Arm Lamp","20.98","2017-10-03"
"Magnifier Swing Arm Lamp","20.98","2017-12-05"
"Magnifier Swing Arm Lamp","20.98","2017-12-25"
"Manco Dry-Lighter Erasable Highlighter","3.0399999999999996","2017-01-03"
"Manco Dry-Lighter Erasable Highlighter","3.04","2017-03-30"
"Manco Dry-Lighter Erasable Highlighter","2.432","2017-12-02"
"Manila Recycled Extra-Heavyweight Clasp Envelopes  6 x 9","8.784","2017-06-02"
"Manila Recycled Extra-Heavyweight Clasp Envelopes  6 x 9","8.784","2017-08-04"
"Manila Recycled Extra-Heavyweight Clasp Envelopes  6 x 9","8.784","2017-09-16"
"Martin-Yale Premier Letter Opener","12.88","2017-05-14"
"Martin-Yale Premier Letter Opener","12.88","2017-05-26"
"Martin Yale Chadless Opener Electric Letter Opener","832.8100000000001","2017-01-13"
"Martin Yale Chadless Opener Electric Letter Opener","666.248","2017-03-13"
"Martin Yale Chadless Opener Electric Letter Opener","666.2479999999999","2017-09-22"
"Martin Yale Chadless Opener Electric Letter Opener","832.81","2017-12-19"
